cell,model,task,problem_id,n_failed_rollouts,spread,concentration,logit_dispersion,retry,sparse_steer,sparse_steer_random,local_temp,dense_steer
sft4b|cruxeval,sft4b,cruxeval,sample_627,5,0.480713,2.683664,-0.732276,0.6,0.6,0.0,0.6,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_63,10,0.444537,2.659974,-1.221964,1.0,0.9,0.9,0.9,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_630,7,0.400879,2.732073,-0.933981,0.428571,0.714286,0.571429,0.428571,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_632,10,0.431641,2.627129,-1.024841,0.3,0.2,0.3,0.2,0.071429
sft4b|cruxeval,sft4b,cruxeval,sample_634,5,0.401347,2.613368,-0.641955,1.0,1.0,0.6,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_658,10,0.371404,2.597028,-1.208019,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_660,9,0.418945,2.638789,-1.063719,0.111111,0.444444,0.111111,0.555556,0.307692
sft4b|cruxeval,sft4b,cruxeval,sample_662,4,0.416016,2.686157,-0.868172,1.0,0.75,0.75,0.75,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_665,10,0.286315,2.759317,-0.983836,0.8,0.9,0.6,0.9,0.642857
sft4b|cruxeval,sft4b,cruxeval,sample_666,5,0.402832,2.626974,-0.754809,1.0,1.0,1.0,1.0,0.428571
sft4b|cruxeval,sft4b,cruxeval,sample_67,10,0.417271,2.447129,-1.7331,0.9,0.7,0.8,0.7,0.785714
sft4b|cruxeval,sft4b,cruxeval,sample_679,5,0.512695,2.701632,-0.8969,1.0,1.0,1.0,1.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_685,9,0.363388,2.434228,-1.304636,1.0,1.0,1.0,1.0,0.428571
sft4b|cruxeval,sft4b,cruxeval,sample_686,10,0.438477,2.666657,-1.260504,0.0,0.0,0.0,0.0,0.272727
sft4b|cruxeval,sft4b,cruxeval,sample_701,10,0.420312,2.684916,-0.919744,0.4,0.5,0.6,0.2,0.142857
sft4b|cruxeval,sft4b,cruxeval,sample_707,5,0.368737,2.711914,-0.646917,0.8,1.0,0.8,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_71,9,0.442871,2.696473,-1.019187,0.333333,0.444444,0.555556,0.444444,0.384615
sft4b|cruxeval,sft4b,cruxeval,sample_717,9,0.337305,2.691004,-0.996179,0.444444,0.333333,0.111111,0.222222,0.615385
sft4b|cruxeval,sft4b,cruxeval,sample_730,5,0.322754,2.778123,-0.851448,0.8,1.0,1.0,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_734,8,0.386719,2.60991,-0.641275,0.875,0.875,0.75,0.75,0.8
sft4b|cruxeval,sft4b,cruxeval,sample_737,6,0.502686,2.658517,-0.816969,0.8,1.0,1.0,1.0,0.111111
sft4b|cruxeval,sft4b,cruxeval,sample_748,5,0.500977,2.652497,-0.558437,0.8,0.8,0.8,0.8,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_749,10,0.525195,2.635484,-0.874679,0.1,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_75,4,0.37207,2.820156,-1.359611,1.0,1.0,1.0,1.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_761,5,0.410156,2.698577,-1.013077,1.0,1.0,1.0,0.8,0.4
sft4b|cruxeval,sft4b,cruxeval,sample_778,4,0.367284,2.64931,-0.767543,1.0,0.666667,0.666667,1.0,0.25
sft4b|cruxeval,sft4b,cruxeval,sample_780,5,0.350129,2.689968,-0.86188,1.0,0.8,0.8,1.0,0.333333
sft4b|cruxeval,sft4b,cruxeval,sample_784,10,0.556445,2.589841,-1.254647,0.4,0.1,0.4,0.2,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_789,10,0.419078,2.475613,-1.113651,1.0,1.0,0.9,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_79,5,0.440807,2.523742,-0.938507,1.0,0.6,0.6,1.0,0.875
sft4b|cruxeval,sft4b,cruxeval,sample_792,4,0.454102,2.793186,-0.972601,0.75,0.75,0.25,1.0,0.4
sft4b|cruxeval,sft4b,cruxeval,sample_799,5,0.353177,2.703443,-0.903079,0.4,1.0,0.8,1.0,0.888889
sft4b|cruxeval,sft4b,cruxeval,sample_83,5,0.422266,2.757234,-0.809655,1.0,0.8,1.0,0.8,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_84,9,0.35606,2.668969,-0.941734,0.111111,0.222222,0.333333,0.222222,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_85,6,0.42041,2.679142,-0.745349,1.0,0.833333,0.833333,1.0,0.5
sft4b|cruxeval,sft4b,cruxeval,sample_89,5,0.427403,2.508946,-0.831863,1.0,1.0,1.0,0.8,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_91,5,0.396484,2.848227,-0.768038,0.5,0.75,1.0,1.0,0.8
sft4b|gsm8k,sft4b,gsm8k,gsm8k_100,9,0.432209,2.704571,-0.617995,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_102,1,0.558838,2.679701,-0.350146,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_103,1,0.314124,2.68403,-0.374816,1.0,1.0,1.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_106,1,0.448963,2.658734,-1.276902,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_108,2,0.307119,2.526104,-1.249101,1.0,0.5,0.5,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_109,10,0.398496,2.64261,-0.781471,0.6,0.3,0.5,0.5,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_114,1,0.471436,2.630929,-2.396937,1.0,1.0,1.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_115,3,0.375998,2.692753,-0.62669,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_116,1,0.405762,2.830631,-1.495503,0.0,0.0,0.0,0.0,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_119,10,0.354248,2.79885,-0.597441,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_12,7,0.516965,2.703278,-0.617729,0.0,0.285714,0.285714,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_128,2,0.190895,2.666103,-1.630336,0.5,1.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_129,2,0.280459,2.803999,-1.200004,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_13,2,0.25803,2.76759,-0.846319,1.0,1.0,1.0,1.0,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_137,10,0.243056,2.740663,-0.671943,0.4,0.1,0.1,0.1,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_14,6,0.270222,2.75059,-0.759461,0.666667,0.166667,0.666667,0.666667,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_140,10,0.197397,2.562099,-0.763069,0.2,0.5,0.4,0.1,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_141,3,0.273239,2.717341,-0.616359,0.666667,0.333333,0.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_147,10,0.398853,2.818085,-0.759643,0.0,0.0,0.1,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_15,1,0.372842,2.687149,-0.464375,0.0,0.0,1.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_150,1,0.335623,2.761619,-0.701202,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_151,7,0.270766,2.665759,-0.916017,0.142857,0.0,0.142857,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_152,10,0.258059,2.58362,-0.770666,0.2,0.2,0.0,0.2,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_157,1,0.436279,2.840422,-1.127349,1.0,0.0,0.0,1.0,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_159,10,0.545353,2.713205,-0.632453,0.5,0.0,0.3,0.3,0.1
sft4b|gsm8k,sft4b,gsm8k,gsm8k_162,3,0.407566,2.71635,-0.381996,0.666667,1.0,0.666667,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_17,1,0.210594,2.698644,-1.823926,0.0,0.0,1.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_172,3,0.231172,2.715814,-0.61059,0.333333,0.0,0.666667,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_175,2,0.330782,2.677588,-0.808689,0.0,0.5,1.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_182,1,0.468018,2.706856,-0.918413,0.0,0.0,1.0,0.0,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_184,10,0.373969,2.708444,-0.735774,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_187,10,0.480363,2.677316,-0.708365,0.0,0.0,0.0,0.1,0.2
sft4b|gsm8k,sft4b,gsm8k,gsm8k_191,1,0.25,2.506591,-1.107889,0.0,1.0,0.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_195,10,0.236912,2.628017,-0.808964,0.1,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_2,1,0.329433,2.810788,-0.654035,1.0,0.0,0.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_24,8,0.205123,2.728621,-0.664871,0.875,0.875,0.875,0.875,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_26,1,0.146752,2.856977,-0.834209,0.0,1.0,1.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_27,5,0.308356,2.593876,-0.819024,0.6,0.2,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_36,10,0.269674,2.598407,-0.756546,0.7,0.9,0.4,0.8,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_44,6,0.373497,2.656013,-0.831938,0.333333,0.166667,0.333333,0.333333,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_45,2,0.541382,2.66902,-0.846738,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_57,1,0.25104,2.755867,-0.752621,1.0,1.0,1.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_58,10,0.373607,2.72032,-0.597252,0.2,0.4,0.0,0.2,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_60,1,0.427498,2.688612,-0.972376,1.0,1.0,1.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_62,10,0.456128,2.7746,-0.67236,0.1,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_63,1,0.18633,2.912874,-0.783056,0.0,0.0,0.0,1.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_66,2,0.358122,2.670467,-0.669237,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_7,1,0.463867,2.757155,-0.544917,1.0,0.0,1.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_70,2,0.354301,2.813052,-0.986405,0.5,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_72,1,0.192737,2.639505,-0.752322,1.0,1.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_75,5,0.350463,2.726655,-0.531301,0.0,0.2,0.2,0.2,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_78,3,0.324922,2.727977,-0.709598,0.0,0.666667,0.333333,0.666667,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_79,1,0.28866,2.532844,-0.325006,1.0,1.0,0.0,0.0,1.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_86,1,0.529053,2.717804,-0.998782,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_87,5,0.456955,2.751394,-0.752273,0.4,0.0,0.0,0.4,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_89,3,0.446409,2.754158,-0.900377,0.333333,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_9,1,0.273973,2.644474,-0.725306,0.0,0.0,0.0,0.0,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_93,8,0.427399,2.740561,-0.862569,0.25,0.0,0.125,0.25,0.0
sft4b|gsm8k,sft4b,gsm8k,gsm8k_98,1,0.412263,2.76667,-1.109933,1.0,1.0,1.0,1.0,0.0
